step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.16947311162948608,0.7517726123332977,0.0,-5.000180910787947,7.699466435643765,-3.139939331174287,"(0, 1, 0)"
2,training,0.07362710684537888,0.3425053469836712,0.0,-5.010227644991813,7.699444000197605,-3.13980078560164,"(0, 1, 0)"
3,training,0.028115903958678246,0.11100319027900696,0.0,-5.046852393388421,7.699212319108279,-3.121859319854767,"(0, 1, 0)"
4,training,0,0.02079448103904724,0.0,-5.066601026597988,7.698633141998504,-3.103121863925839,"(0, 1, 0)"
5,training,0.29107967019081116,0.060625642538070734,0.0,-5.125641621941561,7.69385024635403,-3.016552746799938,"(0, 1, 0)"
6,training,0.202541321516037,0.35067956149578094,0.0,-5.183916335943159,7.68369112423329,-2.9143270980987532,"(0, 1, 0)"
7,training,0.08409848809242249,0.29512155055999756,0.15773452735139706,-5.259533804143186,7.6613377381351215,-2.801710898464175,"(0, 1, 0)"
8,training,0,0.04115796461701394,0.15773452735139706,-5.278232978215018,7.654482216168656,-2.7816318637302406,"(0, 1, 0)"
9,training,0.10087892413139343,0.1456919051706791,0.15773452735139706,-5.315445166074563,7.640124460425614,-2.766624119395187,"(0, 1, 0)"
10,training,0.018126655369997025,0.12348220497369766,0.15773452735139706,-5.352497823051898,7.625362888333584,-2.759411468840608,"(0, 1, 0)"
11,training,0.07393109798431396,0.07648487761616707,0.15773452735139706,-5.3896839606856455,7.610303184234084,-2.7535453440442694,"(0, 1, 0)"
12,training,0.12051637470722198,0.10635992884635925,0.15773452735139706,-5.4264000331560025,7.5952654724868065,-2.753785054139353,"(0, 1, 0)"
13,training,0.026697739958763123,0.12701257690787315,0.2372178738277161,-5.44493846087866,7.5877250419918925,-2.7576037273600824,"(0, 1, 0)"
14,training,0.34416908025741577,0.06824363023042679,0.2372178738277161,-5.4823102093035825,7.572827396107432,-2.767104086144689,"(0, 1, 0)"
15,training,0.10584979504346848,0.637619886547327,0.2372178738277161,-5.519507992938367,7.558433262833487,-2.7784977669269164,"(0, 1, 0)"
16,training,0.02215699478983879,0.5240169167518616,0.2372178738277161,-5.5571034100782635,7.544423956777012,-2.791145493505891,"(0, 1, 0)"
17,training,0.18993666768074036,0.31796276196837425,0.2372178738277161,-5.594918816741745,7.530888752266799,-2.8048497800140253,"(0, 1, 0)"
18,training,0.07877257466316223,0.4733172878623009,0.2372178738277161,-5.6326830021498555,7.517935339905766,-2.816415640245642,"(0, 1, 0)"
19,training,0.05281253531575203,0.45173079520463943,0.2048617590334164,-5.67088129377201,7.505317244469231,-2.829304494637836,"(0, 1, 0)"
20,training,0.04203402251005173,0.8480755165219307,0.2048617590334164,-5.708972660868423,7.493298250593713,-2.843484981354204,"(0, 1, 0)"
21,training,0.014055860228836536,0.41571541875600815,0.2048617590334164,-5.7474093018193,7.481846082822843,-2.8613713767430253,"(0, 1, 0)"
22,training,0.016452882438898087,0.6812910735607147,0.2048617590334164,-5.766784852574495,7.476362841693583,-2.8700640145315015,"(0, 1, 0)"
23,training,0.03189374506473541,0.1739046573638916,0.2048617590334164,-5.80539208880006,7.465927059968465,-2.885886309117867,"(0, 1, 0)"
24,training,0.029473036527633667,0.21725841611623764,0.2048617590334164,-5.844266194033549,7.456127207421927,-2.9036257800552026,"(0, 1, 0)"
25,training,0.020206157118082047,0.08119719102978708,0.2048617590334164,-5.883313993784717,7.446991222859019,-2.9193696961688023,"(0, 1, 0)"
26,training,0.027550499886274338,0.16546116769313812,0.14796473958015874,-5.9224524444015225,7.438461300631594,-2.935321343058123,"(0, 1, 0)"
27,training,0.037692293524742126,0.15527007542550564,0.14796473958015874,-5.9617930088271605,7.430556323197432,-2.950271207674062,"(0, 1, 0)"
28,training,0.009606295265257359,0.3069414049386978,0.14796473958015874,-6.001062411500636,7.423092653980949,-2.956319818110614,"(0, 1, 0)"
29,training,0.025816138833761215,0.12168547883629799,0.14796473958015874,-6.040361572776943,7.4158739892815015,-2.968462461595516,"(0, 1, 0)"
30,training,0.013207877054810524,0.07115806639194489,0.14796473958015874,-6.079757056831782,7.409158661794866,-2.9755927260322492,"(0, 1, 0)"
31,training,0,0.03617939725518227,0.14796473958015874,-6.079757056831782,7.409158661794866,-2.9755927260322492,"(0, 1, 0)"
32,training,0,0.025678075850009925,0.11010276654131661,-6.139056547165503,7.399494746248311,-2.9855891464214603,"(0, 1, 0)"
33,training,0.04159461706876755,0.052518356591463096,0.11010276654131661,-6.19834739170347,7.390534551005586,-2.997248931853103,"(0, 1, 0)"
34,training,0.024053510278463364,0.06322457641363144,0.11010276654131661,-6.218221490194662,7.387690797127202,-3.0019209786638354,"(0, 1, 0)"
35,training,0.008957711979746819,0.42641405761241913,0.11010276654131661,-6.277700769384211,7.379856697905212,-3.0195131548718432,"(0, 1, 0)"
36,training,0.021655181422829628,0.27273376286029816,0.11010276654131661,-6.297613878552638,7.37750371530587,-3.029534110492499,"(0, 1, 0)"
37,training,0.022541003301739693,0.120409045368433,0.11010276654131661,-6.357646851267956,7.371729982906853,-3.061152058443719,"(0, 1, 0)"
38,training,0.04104359447956085,0.056788947433233275,0.07196511914803963,-6.397465076454197,7.368752942142282,-3.0723092107081915,"(0, 1, 0)"
39,training,0.016819097101688385,0.12795893847942352,0.07196511914803963,-6.437652603534766,7.3662514095064555,-3.0880384036826016,"(0, 1, 0)"
40,training,0.023369066417217255,0.09717659279704093,0.07196511914803963,-6.477618640982347,7.364527873796452,-3.109214535773073,"(0, 1, 0)"
41,training,0.015816297382116318,0.09696059674024582,0.07196511914803963,-6.497639683590877,7.36397550955018,-3.1190426484428357,"(0, 1, 0)"
42,training,0.037860576063394547,0.05455943942070006,0.07196511914803963,-6.5379184847821366,7.363443420926298,-3.137108157983277,"(0, 1, 0)"
43,training,0.012862778268754482,0.11265022680163383,0.05274584986082788,-6.597916363046176,7.3638546080849485,3.1240064078426983,"(0, 1, 0)"
44,training,0.021038368344306946,0.33655550330877304,0.05274584986082788,-6.6381964323722125,7.365013993460655,3.100628767362709,"(0, 1, 0)"
45,training,0.030056610703468323,0.2929857298731804,0.05274584986082788,-6.658273532916306,7.3659523935959115,3.0896192329913164,"(0, 1, 0)"
46,training,0.0072526950389146805,0.15316691249608994,0.05274584986082788,-6.718237927296869,7.370013494840388,3.0587932841152297,"(0, 1, 0)"
47,training,0.021920684725046158,0.09331541135907173,0.05274584986082788,-6.758246029364927,7.37353873292312,3.049763693944147,"(0, 1, 0)"
48,training,0.023885421454906464,0.17138564214110374,0.05935816865019581,-6.7979267815817614,7.377411389142947,3.0379383177299397,"(0, 1, 0)"
49,training,0,0.020258780568838126,0.05935816865019581,-6.7979267815817614,7.377411389142947,3.0379383177299397,"(0, 1, 0)"
50,training,0.02235805243253708,0.09039818495512009,0.05935816865019581,-6.877567606638938,7.3863811539400706,3.0223567223309606,"(0, 1, 0)"
51,training,0.0044878581538796425,0.21443069726228714,0.05935816865019581,-6.917221577583836,7.391384924379741,3.00903606835025,"(0, 1, 0)"
52,training,0,0.032965414226055145,0.05935816865019581,-6.917221577583836,7.391384924379741,3.00903606835025,"(0, 1, 0)"
53,training,0.014116170816123486,0.4782251697033644,0.05935816865019581,-6.996505779249323,7.4027976746546775,2.9893290615425254,"(0, 1, 0)"
54,training,0.03223531320691109,0.3881118781864643,0.07178191303567671,-7.036063633167517,7.4090148305572585,2.98223800455282,"(0, 1, 0)"
55,training,0.012002501636743546,0.31025660689920187,0.07178191303567671,-7.0755683096821285,7.415430386490539,2.9791694775012996,"(0, 1, 0)"
56,training,0,0.006858065724372864,0.07178191303567671,-7.095267749147098,7.41866437517548,2.9780669436417635,"(0, 1, 0)"
57,training,0.04590229690074921,0.33405429124832153,0.07178191303567671,-7.154385714589907,7.4284805087555466,2.9765876663887534,"(0, 1, 0)"
