step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0,0.008866898715496056,0.0,3.998818586189167,0.0005093136182329096,0.0032444453674356014,"(1, 0, 0)"
2,training,0,0.008870121091604233,0.0,3.9989707157954553,0.000513226485037214,0.003268686212762417,"(1, 0, 0)"
3,training,0,0.04242502758279443,0.0,4.005057396453035,0.0005355536212774132,0.0034065057825529536,"(1, 0, 0)"
4,training,0,0.013676922768354416,0.0,4.0395368830924365,0.0006346999205493543,0.0003399938821633053,"(1, 0, 0)"
5,training,0.0036769590806216,0.05251321196556091,0.0,4.119532734838763,-9.028600851284547e-05,-0.01900640760103829,"(1, 0, 0)"
6,training,0,0.0490616038441658,0.0,4.1396644022249856,-0.0005256809004743812,-0.02389821463027601,"(1, 0, 0)"
7,training,0.15051567554473877,0.05519898235797882,0.0,4.1794897769381345,-0.0015768543538146568,-0.031725226861457304,"(1, 0, 0)"
8,training,0,0.0024156924337148666,0.0,4.19946391703644,-0.0022781389897568683,-0.0376905477477791,"(1, 0, 0)"
9,training,0,0.025768717750906944,0.04734198286954721,4.239536092763538,-0.0037424724791605764,-0.038459085440986786,"(1, 0, 0)"
10,training,0,0.0008836202323436737,0.04734198286954721,4.279404520790345,-0.005390271642698638,-0.04469647060142795,"(1, 0, 0)"
11,training,0,0.010814450681209564,0.04734198286954721,4.31936676820514,-0.007298830049124224,-0.05093102092208344,"(1, 0, 0)"
12,training,0,0.008190825581550598,0.04734198286954721,4.359459095710403,-0.009456101769326318,-0.056398455059286506,"(1, 0, 0)"
13,training,0,0.020867814775556326,0.04734198286954721,4.399208746130313,-0.011815326399579376,-0.0623736843589208,"(1, 0, 0)"
14,training,0,0.004371035844087597,0.04734198286954721,4.439244338939889,-0.014421737927939613,-0.06773955074472537,"(1, 0, 0)"
15,training,0,0.011250315234065056,0.03762133089487503,4.479083227884844,-0.017202019413231278,-0.07230136302217398,"(1, 0, 0)"
16,training,0,0.0046591106802225096,0.03762133089487503,4.518922521470329,-0.020179114577394273,-0.07714000350569222,"(1, 0, 0)"
17,training,0,0.007776088081300257,0.03762133089487503,4.558937091418095,-0.023357291907990893,-0.08121237077366773,"(1, 0, 0)"
18,training,0.22112801671028137,0.06307284347712994,0.03762133089487503,4.618534383810075,-0.028389569567093573,-0.08783832141022727,"(1, 0, 0)"
19,training,0,0.03912034258246421,0.03762133089487503,4.638502348972439,-0.030134580069304043,-0.08541876215182512,"(1, 0, 0)"
20,training,0,0.03549148142337799,0.03762133089487503,4.678328227904786,-0.03341627257736982,-0.08020855011455351,"(1, 0, 0)"
21,training,0,0.0368310734629631,0.015988719663688013,4.718025285841441,-0.03657683760400592,-0.07894277665431261,"(1, 0, 0)"
