step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.44345352053642273,0.6658686399459839,0.0,0.0,0.0,0.0,"(1, 0, 0)"
2,training,1.2394335269927979,1.0909952521324158,0.0,0.0,0.0,0.0,"(1, 0, 0)"
3,training,1.034055233001709,1.0222349762916565,0.0,0.0,0.0,0.0,"(1, 0, 0)"
4,training,0.03071490488946438,0.1326109766960144,0.0,0.0,0.0,0.0,"(1, 0, 0)"
5,training,0.10152079910039902,0.32234400510787964,0.0,0.0,0.0,0.0,"(1, 0, 0)"
6,training,0.08526046574115753,0.1752491146326065,0.0,0.0,0.0,0.0,"(1, 0, 0)"
7,training,0.030583150684833527,0.21968190371990204,0.08119867469148022,0.0,0.0,0.0,"(1, 0, 0)"
8,training,0.015175633132457733,0.02564236521720889,0.08119867469148022,0.0,0.0,0.0,"(1, 0, 0)"
9,training,0.055162958800792694,0.3546164594590664,0.08119867469148022,0.0,0.0,0.0,"(1, 0, 0)"
10,training,0.01989354006946087,0.08250450901687145,0.08119867469148022,0.0,0.0,0.0,"(1, 0, 0)"
11,training,0.005307208746671677,0.038215607404708876,0.08119867469148022,0.0,0.0,0.0,"(1, 0, 0)"
12,training,0.0025670863687992096,0.06777811795473099,0.08119867469148022,0.0,0.0,0.0,"(1, 0, 0)"
13,training,0.006766431964933872,0.0291890986263752,0.136893892658395,0.0,0.0,0.0,"(1, 0, 0)"
14,training,0.00477682426571846,0.0018742103129625286,0.136893892658395,0.0,0.0,0.0,"(1, 0, 0)"
15,training,0.004422277677804232,0.0295095257461071,0.136893892658395,0.0,0.0,0.0,"(1, 0, 0)"
16,training,0.004434442147612572,0.008891597390174852,0.136893892658395,0.0,0.0,0.0,"(1, 0, 0)"
17,training,0.002803867682814598,0.04452792555093765,0.136893892658395,0.0,0.0,0.0,"(1, 0, 0)"
18,training,0.0030455333180725574,0.07711007632315159,0.17981842581895835,0.0,0.0,0.0,"(1, 0, 0)"
19,training,0.0005996813997626305,0.13090519607067108,0.17981842581895835,0.0,0.0,0.0,"(1, 0, 0)"
20,training,0.006178815849125385,0.006830997765064253,0.17981842581895835,0.0,0.0,0.0,"(1, 0, 0)"
21,training,0.013054589740931988,0.08388832584023474,0.17981842581895835,0.0,0.0,0.0,"(1, 0, 0)"
22,training,0.006961598992347717,0.039581865072250366,0.17981842581895835,0.0,0.0,0.0,"(1, 0, 0)"
